customer_id,dpd,loan_amount,communication_score,utility_payment_score,sms_response_rate,credit_bureau_score,last_payment_days_ago,channel_preference,preferred_hour,business_vintage_years,annual_turnover,emi_amount,last_repayment_date,overdue_amount,repaid_in_7_days,repaid_in_14_days,repaid_in_30_days,default_risk
352,10,243703,0.07792801935071503,0.5743971911370823,0.004744802610837984,404,4,SMS,17,14,4809266,24649,2025-02-21 09:04:57.578245,41555,1,0,1,0
353,30,200907,0.24163151116803472,0.0885067157050552,0.17614637361042018,630,44,WhatsApp,14,15,4101767,39899,2025-02-08 09:04:57.578245,43755,1,1,1,0
354,90,429117,0.2599714248615713,0.5000743576968445,0.4060104944966658,683,83,Call,11,18,5281066,43712,2025-04-23 09:04:57.578245,23477,0,0,1,0
355,10,64857,0.8929903979391586,0.0711604838411819,0.3685593827690651,536,82,Email,16,15,3116750,36897,2025-04-05 09:04:57.578245,143591,0,0,1,1
356,0,267367,0.5126400224830923,0.9797222279663974,0.47719412572420217,582,60,Call,11,10,1383967,45594,2025-04-05 09:04:57.578245,87553,0,0,1,1
357,0,269589,0.6707636843134391,0.9178282425461531,0.6494257566864295,449,11,Email,16,20,2824902,32589,2025-04-04 09:04:57.578245,171805,0,1,1,0
358,1,389159,0.05490927217192232,0.6465779974157716,0.9153675762618905,522,21,Call,9,11,2762985,42011,2025-04-10 09:04:57.578245,184123,1,0,1,0
359,15,349517,0.10348010107103811,0.9193906299321979,0.8133638725029598,458,35,SMS,19,16,1635052,24149,2025-02-27 09:04:57.578245,79194,0,1,1,0
360,90,443634,0.5633702115671271,0.5880660213955594,0.9399462174752717,388,16,Call,17,24,2275343,47921,2025-03-03 09:04:57.578245,55669,0,0,1,0
361,60,236422,0.8351166008110457,0.3063929489729579,0.34057786673027113,684,41,Call,17,15,5278523,7966,2025-02-23 09:04:57.578245,125400,0,1,0,0
362,10,35544,0.052980727922889326,0.14581990167193837,0.9902504271701285,315,32,SMS,18,15,967492,9638,2025-05-03 09:04:57.578245,118750,1,0,1,0
363,0,364175,0.983473219860711,0.9935178671899769,0.00683226822120675,542,3,WhatsApp,16,17,2256003,10502,2025-03-23 09:04:57.578245,164782,1,1,1,0
364,30,458282,0.8854422539532896,0.24491454404015378,0.18766764700328975,728,24,Call,11,4,6644409,18602,2025-03-13 09:04:57.578245,48057,0,1,1,0
365,10,141983,0.8731460811154733,0.8667052064157116,0.3480288894875334,384,45,SMS,8,2,4848561,8718,2025-02-20 09:04:57.578245,46369,0,0,1,0
366,15,377738,0.008674043412819077,0.4319981903021597,0.6228251070074317,675,49,Email,9,10,1952060,2531,2025-02-25 09:04:57.578245,147370,0,0,0,0
367,30,411096,0.40639238257028776,0.3245673271205203,0.1803926472070272,823,71,Email,9,3,4613045,20437,2025-04-21 09:04:57.578245,34248,0,1,1,0
368,2,49835,0.7957646135188468,0.2483183414909539,0.5593547212734081,865,30,WhatsApp,16,10,2818864,20877,2025-05-05 09:04:57.578245,55231,1,0,0,0
369,2,423482,0.7586045497125113,0.8625124365116743,0.9450989659741688,748,33,SMS,17,3,6553215,48353,2025-03-11 09:04:57.578245,87683,1,0,1,0
370,10,10479,0.3456409596168659,0.8410940063657684,0.4716090933556316,471,37,WhatsApp,17,21,7581955,12300,2025-04-29 09:04:57.578245,166298,0,0,1,0
371,15,128728,0.8776397635856176,0.8724411562474667,0.44539855919486115,842,37,Call,8,24,9153623,18687,2025-03-16 09:04:57.578245,155903,0,0,0,0
372,90,117568,0.6360596529530881,0.7346310991455154,0.29312535171240917,566,24,WhatsApp,11,12,3891644,25263,2025-02-28 09:04:57.578245,106454,1,1,1,0
373,10,270530,0.9939500339082122,0.06307988209364934,0.9530054811214255,486,80,SMS,12,22,7694141,26879,2025-04-30 09:04:57.578245,72113,0,0,1,1
374,0,320997,0.3347249894612174,0.3536102701245185,0.8143654321606036,301,30,Email,9,7,9978835,41795,2025-02-24 09:04:57.578245,59528,0,0,0,1
375,5,157280,0.6435476501021249,0.8147283851786518,0.9590019668593688,788,68,WhatsApp,15,11,6973368,2580,2025-03-14 09:04:57.578245,38356,0,1,0,0
376,10,43933,0.4244908038068792,0.9730769562201594,0.6898196560384753,329,86,WhatsApp,10,5,8307888,40159,2025-04-07 09:04:57.578245,25665,1,1,1,0
377,10,154924,0.64755449520752,0.8607706231295215,0.2381017396535422,634,84,Email,12,19,5176305,29920,2025-03-02 09:04:57.578245,116995,0,1,1,1
378,30,191314,0.25976914728668843,0.668685513198082,0.8040398931524955,552,26,SMS,10,21,5436914,23343,2025-02-17 09:04:57.578245,132363,0,1,0,1
379,5,428037,0.382476498433445,0.8235297645410663,0.8973146787385736,513,51,SMS,9,7,1147347,29416,2025-03-22 09:04:57.578245,110288,0,1,0,0
380,0,70291,0.9322296904990821,0.36730060233929673,0.35014544069368625,317,21,WhatsApp,19,2,8173051,2468,2025-03-15 09:04:57.578245,27158,0,0,1,0
381,10,96540,0.2890597432059463,0.6699526611846214,0.06986338790278912,450,63,WhatsApp,8,3,4003958,21929,2025-05-03 09:04:57.578245,65156,0,1,1,0
382,30,240150,0.62070363493629,0.758486420196151,0.6082270909983826,430,23,SMS,8,8,4622191,44544,2025-04-26 09:04:57.578245,66019,1,0,1,0
383,15,449683,0.9185887292562483,0.5026225463773425,0.05405025438256561,794,25,WhatsApp,10,18,1276155,44893,2025-04-13 09:04:57.578245,77837,1,0,1,0
384,10,25309,0.4810206133164232,0.2607560462473557,0.4021672779324609,524,36,Email,14,24,1234844,17922,2025-04-18 09:04:57.578245,143837,0,1,1,0
385,5,183790,0.695093384996807,0.9279059230825288,0.5761921561792654,401,16,SMS,13,19,4362136,43449,2025-05-02 09:04:57.578245,195087,0,1,1,0
386,1,48575,0.7480481086200877,0.7996908998077963,0.5082142777806806,810,76,Call,18,10,127412,17980,2025-02-12 09:04:57.578245,52411,1,0,1,0
387,5,54890,0.5441098577199295,0.24699324947372847,0.376471251799014,569,50,SMS,12,4,8903165,40851,2025-02-25 09:04:57.578245,179285,1,0,0,1
388,2,174065,0.37890918574610166,0.12004889199481528,0.6059499125848549,471,52,Call,13,16,3118739,10318,2025-02-24 09:04:57.578245,89871,0,1,1,0
389,0,108055,0.808426044472804,0.738566342544208,0.09361312841394054,472,71,Call,10,16,611869,18324,2025-02-27 09:04:57.578245,173761,0,0,0,0
390,60,363944,0.5541171212286026,0.6599340614823852,0.6336964255671449,676,44,Call,12,17,3734601,42095,2025-04-10 09:04:57.578245,186056,0,1,1,0
391,10,61948,0.11613728584639771,0.5916738049199676,0.5084122321425736,829,23,Email,17,2,8911552,25297,2025-04-27 09:04:57.578245,30687,0,0,1,0
392,5,334898,0.8745446379921931,0.9581727460158835,0.06466424166072549,458,35,Email,9,7,6529998,28720,2025-02-24 09:04:57.578245,76429,1,1,1,0
393,60,228536,0.29744484304869434,0.34067622211214355,0.7567882755265809,526,60,Email,8,17,6590239,6277,2025-03-04 09:04:57.578245,141417,0,0,1,1
394,30,412885,0.4934418345189713,0.1225196747014552,0.8430277255637815,680,15,WhatsApp,14,4,6882905,41690,2025-05-03 09:04:57.578245,78229,0,1,0,1
395,1,249753,0.21380648862836993,0.20607391859665114,0.7930325939260401,303,27,WhatsApp,16,17,2366546,18258,2025-02-09 09:04:57.578245,72421,0,0,0,0
396,0,143987,0.49265897165048256,0.7219374754413603,0.23007736683654945,733,79,SMS,8,22,7616329,29153,2025-03-15 09:04:57.578245,86014,1,1,0,1
397,5,453911,0.12925262995321307,0.9112048392606475,0.33240042156301064,497,5,WhatsApp,15,7,4834277,6903,2025-04-26 09:04:57.578245,138448,0,1,1,0
398,60,376879,0.5662629585054815,0.6869798110253448,0.6048848735290712,307,55,SMS,9,8,538803,40376,2025-03-16 09:04:57.578245,193611,1,1,0,0
399,1,208714,0.5227803606854438,0.14588862128421465,0.7011409193871481,403,37,Call,15,14,966877,19684,2025-04-05 09:04:57.578245,99872,0,1,1,0
400,2,202482,0.8184139250474716,0.7065599829671487,0.5839894372525081,610,61,SMS,15,23,749890,31222,2025-03-07 09:04:57.578245,159566,1,0,1,1
401,0,479045,0.5598995149102345,0.3166247681591706,0.7200255440979672,358,84,WhatsApp,19,22,4847265,10498,2025-03-18 09:04:57.578245,115162,0,0,0,1
402,0,298721,0.40874387745693197,0.3988096166826808,0.603328307687387,767,67,Email,11,13,4500552,12676,2025-03-23 09:04:57.578245,114561,0,0,0,0
403,2,406742,0.4663357906531733,0.6430638537790563,0.38134259794159686,534,51,SMS,19,23,5659768,24606,2025-02-24 09:04:57.578245,138665,0,1,1,0
404,10,436971,0.6047342138993421,0.42707188959601605,0.4480141688726659,310,81,SMS,12,7,2551207,25255,2025-02-16 09:04:57.578245,75524,0,0,1,0
405,2,366626,0.83957822751109,0.9613272163190165,0.6454685574820639,823,65,Email,17,23,169987,37235,2025-03-28 09:04:57.578245,34675,0,0,1,0
406,0,462455,0.041731229713652396,0.7943055146503545,0.2844695649805633,595,85,Email,13,15,8774887,11704,2025-02-10 09:04:57.578245,174986,0,0,1,1
407,0,87549,0.926594530127515,0.544035254934475,0.13665918856608372,517,29,SMS,10,21,2276694,43409,2025-05-06 09:04:57.578245,70621,0,0,1,0
408,60,240895,0.08388230583576795,0.4329801509775103,0.8532231481471952,758,46,WhatsApp,19,20,8615019,19220,2025-04-15 09:04:57.578245,158984,1,1,1,0
409,1,469766,0.3447000700949183,0.3302730473466269,0.9936897699186604,545,82,Call,15,20,6108535,35840,2025-03-18 09:04:57.578245,149680,0,1,0,0
410,2,431064,0.3361792894732448,0.33165247653016316,0.9212602091379731,395,20,Email,17,9,5662028,22231,2025-04-12 09:04:57.578245,122716,0,0,0,1
411,1,300821,0.53174817279028,0.6448699542717722,0.13463519450773265,482,43,SMS,16,8,9136012,30224,2025-02-10 09:04:57.578245,193270,0,0,1,0
412,2,439625,0.354661375819755,0.8327917246598867,0.04368835042179686,693,78,SMS,10,13,8847539,14209,2025-03-31 09:04:57.578245,183851,0,0,0,0
413,30,434054,0.21927016497190988,0.1916859755012268,0.650735761047343,375,53,SMS,15,14,3798841,49114,2025-02-17 09:04:57.578245,12696,0,1,1,1
414,0,360226,0.243424067195532,0.9260052380811666,0.4242700626493582,541,82,Call,14,21,4621769,44552,2025-03-18 09:04:57.578245,163782,1,0,1,0
415,60,370877,0.9852949652561165,0.300733893357898,0.6238543958744077,641,78,Email,18,10,949103,8815,2025-03-16 09:04:57.578245,96113,0,0,1,0
416,1,418678,0.8366424561013952,0.70690709239192,0.044790939495450544,538,68,WhatsApp,13,13,7317019,5272,2025-03-20 09:04:57.578245,162712,1,1,0,0
417,2,330463,0.8054726593152842,0.7625083198064588,0.81090260010184,311,24,WhatsApp,17,17,2224607,17472,2025-04-03 09:04:57.578245,113181,1,1,0,0
418,90,351043,0.4192710074903869,0.821535942738009,0.07260382037326107,629,64,WhatsApp,9,13,5740039,47851,2025-02-14 09:04:57.578245,128623,1,1,0,1
419,30,140847,0.936182813218331,0.39095117739099383,0.45125967078435625,851,33,Call,15,21,6933806,48459,2025-05-02 09:04:57.578245,11576,1,1,1,0
420,5,224820,0.0627165076141214,0.41074591990473464,0.6441110883010526,506,80,Email,15,2,8514532,36780,2025-03-08 09:04:57.578245,126307,0,0,0,0
421,10,65739,0.12531302547748635,0.6750787439061198,0.530070041880067,590,71,Call,8,10,512921,23666,2025-03-25 09:04:57.578245,192843,1,0,1,0
422,1,267873,0.24672121680745074,0.9518852716520889,0.29765104286789346,709,29,WhatsApp,15,8,4919709,44449,2025-03-23 09:04:57.578245,98337,0,0,0,0
423,60,98411,0.6416947058017131,0.9293496656166176,0.14664316561782587,501,69,Email,14,16,445442,14102,2025-04-27 09:04:57.578245,198910,0,0,0,0
424,5,442187,0.16685549627638485,0.7466321618913477,0.7373189495455382,493,39,SMS,18,3,7975643,43257,2025-04-24 09:04:57.578245,188146,0,0,1,1
425,90,101446,0.33599905579958544,0.192411480715582,0.35276616690364526,302,75,SMS,8,16,1873677,38386,2025-03-30 09:04:57.578245,159705,1,0,0,0
426,10,12905,0.177216956354883,0.6693600415461294,0.5828171375255863,315,47,WhatsApp,12,10,4883494,7616,2025-02-25 09:04:57.578245,21610,0,1,1,0
427,90,319316,0.7996653555774161,0.8194917355835611,0.5940116183387734,315,82,WhatsApp,19,5,319351,21514,2025-02-21 09:04:57.578245,24296,1,0,1,0
428,5,210813,0.9091849563513236,0.9866744790343019,0.8796355723903576,622,35,SMS,10,11,1482245,14257,2025-05-06 09:04:57.578245,128821,0,0,1,0
429,10,255535,0.8504104715617694,0.5481551900624161,0.08293737174964677,478,50,WhatsApp,16,17,2143758,30087,2025-02-14 09:04:57.578245,67548,0,0,1,0
430,90,448688,0.027320486673572786,0.5887827568087982,0.26086375609583623,689,53,Call,11,16,6446772,18219,2025-04-27 09:04:57.578245,51889,1,0,1,0
431,60,76868,0.31720425689117915,0.9840028955859547,0.06951622217714248,682,50,Email,13,20,7731845,43573,2025-04-10 09:04:57.578245,8332,0,0,1,0
432,2,41032,0.637582422874584,0.8459742483928612,0.8530477309788838,791,43,SMS,14,23,1029762,46914,2025-02-19 09:04:57.578245,47941,0,0,1,0
433,0,451976,0.0006938139441120539,0.07147046744903252,0.5086589218956148,319,15,WhatsApp,16,14,4083297,22473,2025-03-22 09:04:57.578245,66140,0,0,1,0
434,2,264080,0.7463590610673869,0.9641821950621564,0.9180310160374172,785,31,WhatsApp,11,1,5086571,13861,2025-04-13 09:04:57.578245,30749,1,1,1,0
435,5,116178,0.8687832067995613,0.24567355954671322,0.19289585058712055,714,47,Email,19,17,5409740,45767,2025-04-21 09:04:57.578245,98180,0,0,1,0
436,1,231127,0.07758098701328586,0.852364209329055,0.6798153864233766,757,29,WhatsApp,16,21,5910582,28705,2025-02-22 09:04:57.578245,107435,0,0,0,0
437,0,188132,0.43122178378612874,0.3900955876265353,0.17154371173398786,461,44,Call,13,14,1368004,37365,2025-04-27 09:04:57.578245,97771,0,1,1,1
438,30,286571,0.302821679056386,0.1526130151439674,0.7394539841118919,764,36,SMS,9,15,4219594,49816,2025-03-20 09:04:57.578245,51939,1,1,0,0
439,60,400406,0.9469393494922512,0.8566734853682506,0.5452738915276757,413,45,WhatsApp,9,22,8815915,3361,2025-02-22 09:04:57.578245,148843,0,0,1,1
440,30,207554,0.32473470871883714,0.024600194413232912,0.4446063583082105,611,70,Email,17,24,9700468,29268,2025-02-09 09:04:57.578245,64064,0,0,0,0
441,10,265582,0.5809366377230858,0.5835524028383224,0.3327267712654266,459,85,SMS,15,15,9967593,7420,2025-02-12 09:04:57.578245,19525,0,0,1,0
442,0,392265,0.009060444849529059,0.2336587700612378,0.11500443546732353,408,67,SMS,19,23,7327774,46654,2025-04-15 09:04:57.578245,129617,0,0,1,0
443,30,343441,0.8366026610547191,0.17550331129473595,0.7742046418812453,401,68,Email,17,8,1380120,23168,2025-04-25 09:04:57.578245,91550,0,0,1,0
444,30,155960,0.02928640450252018,0.5453900474763612,0.27423248997534877,892,9,WhatsApp,12,18,235956,15489,2025-04-06 09:04:57.578245,88678,0,0,1,0
445,90,389138,0.5692318617226789,0.9131697205845367,0.8765482236852449,466,85,SMS,18,7,4935130,11480,2025-04-24 09:04:57.578245,80087,0,0,0,0
446,2,296869,0.7407131708437253,0.9645899736844301,0.4113837411724912,556,55,SMS,17,10,726386,9312,2025-03-27 09:04:57.578245,52318,1,0,0,0
447,90,243357,0.39662406208282064,0.14401396059173044,0.06706142211353983,630,41,WhatsApp,16,21,8599884,31504,2025-02-14 09:04:57.578245,138394,1,0,1,0
448,0,95034,0.0316672307263276,0.7549443807904377,0.07199797484299508,736,60,Call,9,18,1121507,18431,2025-04-29 09:04:57.578245,44268,1,1,0,0
449,0,133041,0.900720786353171,0.6882046542594491,0.8400499560389518,558,0,WhatsApp,9,13,2322088,12235,2025-03-05 09:04:57.578245,160122,0,1,1,0
450,5,49259,0.3660742003640475,0.39843412385640153,0.47980615932622905,538,73,WhatsApp,17,8,7081830,17787,2025-03-15 09:04:57.578245,54748,0,0,1,0
451,90,209572,0.46616094909321926,0.09712176497603942,0.397622076557679,825,7,Call,16,1,3937179,10806,2025-03-16 09:04:57.578245,2978,0,1,1,1
452,15,72500,0.8130803954834096,0.51862583739972,0.5724466934028507,519,30,Email,11,17,5788777,8297,2025-04-04 09:04:57.578245,123493,0,1,1,0
453,2,67943,0.6606687957998677,0.7830642160794888,0.05246873883084879,567,76,WhatsApp,15,6,2147134,39811,2025-04-17 09:04:57.578245,191778,0,0,0,0
454,0,128296,0.32536990080887407,0.0060771372265566725,0.8095865118053548,873,11,WhatsApp,18,18,1334860,8471,2025-04-24 09:04:57.578245,195015,1,0,0,0
455,5,37678,0.5406407628535975,0.3777744830215952,0.44493829923550166,572,59,Email,16,1,7210124,9207,2025-04-28 09:04:57.578245,196144,0,1,1,0
456,90,294992,0.09396386981864058,0.0725878642104083,0.6349783482511234,705,79,Email,11,20,2923661,42585,2025-04-15 09:04:57.578245,51258,0,0,1,0
457,2,399560,0.4811697882515781,0.056038173507916844,0.6724299184619275,775,21,SMS,19,24,8623356,9453,2025-04-16 09:04:57.578245,166197,0,0,1,0
458,90,168537,0.4282804146405653,0.23026004925598287,0.7110034066986072,707,21,Call,12,6,936812,47098,2025-03-18 09:04:57.578245,87031,0,0,1,1
459,30,106041,0.7599464059783394,0.8875537487117918,0.4132204498918275,701,5,Call,18,3,7759718,36208,2025-04-02 09:04:57.578245,133694,0,0,0,0
460,5,228599,0.7999982556362377,0.4392171210527056,0.41881509927562366,316,28,SMS,8,14,8567791,26499,2025-05-05 09:04:57.578245,191281,0,1,1,0
461,2,482781,0.8722523398166044,0.7279693935402709,0.37042416538897627,403,11,WhatsApp,11,11,4752146,46754,2025-02-17 09:04:57.578245,170517,0,1,1,0
462,10,310711,0.8572382167711038,0.9582271219312612,0.8474606806360969,637,84,SMS,15,12,9235287,40418,2025-04-03 09:04:57.578245,152756,0,1,1,0
463,10,251564,0.9983468409061157,0.005274001761196745,0.4269089991892214,488,55,Email,8,23,7029557,43030,2025-03-10 09:04:57.578245,149536,0,1,1,1
464,2,111325,0.7074563211551649,0.7979001236946037,0.766031443274817,497,54,WhatsApp,18,8,4295814,23637,2025-04-26 09:04:57.578245,148533,0,1,0,0
465,90,178984,0.6207296500054099,0.12316431394897054,0.8202565740508004,790,15,Call,19,3,3631763,32031,2025-03-23 09:04:57.578245,44391,0,0,1,0
466,5,420621,0.1471764166004944,0.05496260711404499,0.03743110617708423,612,39,Call,18,4,3726135,13679,2025-03-11 09:04:57.578245,140612,1,1,1,0
467,10,102114,0.4681601643223702,0.6593671708629817,0.08459561370524515,386,53,WhatsApp,10,10,3400733,44270,2025-04-12 09:04:57.578245,87040,0,1,1,1
468,5,295117,0.4304547722750304,0.7122488178231751,0.37717553093099343,614,65,Call,19,5,6594013,7291,2025-03-05 09:04:57.578245,93477,0,0,1,0
469,10,26302,0.7345992377319396,0.7163712693123969,0.15193641154880955,613,81,Email,12,1,4764298,47372,2025-04-23 09:04:57.578245,50107,0,0,1,0
470,30,228147,0.2746784754896896,0.25925339350720655,0.4423254752450697,390,11,Call,12,12,1477476,8231,2025-02-22 09:04:57.578245,103926,0,0,1,0
471,90,51897,0.8708471389194843,0.15278137450426232,0.3293692345791246,898,82,SMS,19,6,3350656,5903,2025-04-27 09:04:57.578245,73582,0,0,1,0
472,30,304317,0.219814916371733,0.1240606928347332,0.0010065398815481963,772,18,Email,12,11,3173889,10392,2025-03-01 09:04:57.578245,157465,0,0,1,1
473,10,239174,0.4835750678058899,0.27276126184360805,0.22698607308393115,830,77,Call,15,21,6024046,43171,2025-04-29 09:04:57.578245,166134,0,0,1,0
474,30,248048,0.9443474377816958,0.41167668235643906,0.33084184345164047,506,52,Call,8,15,7294714,35985,2025-04-13 09:04:57.578245,96998,0,0,1,0
475,10,253335,0.3439809702953769,0.9012321071513386,0.5133316106143122,599,52,Email,17,24,7225157,16690,2025-02-27 09:04:57.578245,192943,1,0,1,0
476,2,454151,0.7279573038436483,0.968675422980334,0.9935077080007487,737,74,WhatsApp,11,23,5393686,39089,2025-03-10 09:04:57.578245,143119,0,0,1,0
477,30,426166,0.3356193434790794,0.032167761111025706,0.6772892748420714,894,31,Call,19,13,1648617,33844,2025-02-15 09:04:57.578245,74833,0,0,0,1
478,1,304704,0.5143986397982474,0.02042136374733483,0.7548798697306528,524,10,SMS,14,8,2426274,23572,2025-04-25 09:04:57.578245,98889,0,1,1,0
479,90,336393,0.7756362836689904,0.5834196423302512,0.6735840912242953,399,77,Call,14,21,6560057,34469,2025-03-14 09:04:57.578245,110671,0,1,0,1
480,0,164396,0.814576296085841,0.46465790636504023,0.2802027476945854,461,67,Email,17,6,9689505,13685,2025-02-13 09:04:57.578245,9980,1,0,0,0
481,15,243172,0.8424902105365611,0.5077566985057658,0.08500952770763803,578,57,SMS,18,11,5569265,18423,2025-02-17 09:04:57.578245,92361,0,1,1,0
482,30,114846,0.09954882237319007,0.9772773365129137,0.8252640459115798,751,79,SMS,17,11,8654773,25064,2025-04-19 09:04:57.578245,148563,0,0,1,1
483,60,82524,0.854883006628134,0.7232101927036148,0.2584893515616232,823,14,SMS,16,10,1286441,4441,2025-02-14 09:04:57.578245,24165,0,1,1,1
484,90,163348,0.14637683759414888,0.15302779715053427,0.3787836071450972,624,78,Call,14,6,718497,46118,2025-04-18 09:04:57.578245,167436,0,1,1,0
485,1,129530,0.2728124308896912,0.9856970714302812,0.5082715696311069,560,48,Email,10,8,247986,7453,2025-04-17 09:04:57.578245,96569,0,1,1,0
486,1,206024,0.9710905102470477,0.5045604158245066,0.8385552299755481,546,80,Email,15,10,4295653,3686,2025-03-16 09:04:57.578245,147373,1,0,0,1
487,10,16740,0.14421915166304167,0.5703912422542837,0.8523012434452156,728,88,WhatsApp,15,16,8018989,32808,2025-02-26 09:04:57.578245,196735,0,0,0,0
488,10,414903,0.2510835511785763,0.9795874523728518,0.18428856134230864,854,85,SMS,12,14,5425122,2934,2025-04-25 09:04:57.578245,81767,1,1,1,0
489,15,382350,0.33578140054281524,0.10145639641503801,0.19686098522643491,719,83,SMS,15,5,9012499,9399,2025-04-03 09:04:57.578245,193875,0,1,1,1
490,2,34598,0.8061963271984326,0.08610132458058739,0.04376919770172272,684,51,WhatsApp,9,12,7464212,37865,2025-04-19 09:04:57.578245,160595,0,0,1,1
491,60,385862,0.32087912073824965,0.16378726839742563,0.4784119936405119,574,82,SMS,19,23,6627994,3633,2025-03-31 09:04:57.578245,105342,1,0,1,0
492,0,194356,0.8259774227077379,0.21671536609862818,0.15259990912978572,530,47,SMS,13,14,9941858,42343,2025-04-13 09:04:57.578245,77455,1,1,0,0
493,15,102335,0.2055933208477999,0.5154968220421072,0.6712593836782138,783,61,SMS,12,1,9506324,47687,2025-04-10 09:04:57.578245,12115,0,1,0,0
494,5,355399,0.6010185413948924,0.42030360343990514,0.3788276034059661,419,88,WhatsApp,11,1,3672086,30888,2025-02-18 09:04:57.578245,119315,0,1,1,1
495,0,207773,0.9597280601310695,0.6388995517550475,0.18801200136747453,876,14,Call,16,17,4749136,38747,2025-04-06 09:04:57.578245,85712,1,1,0,0
496,30,179910,0.04102143565056937,0.4691194834199732,0.02374472253728821,842,48,Call,18,22,2011603,30067,2025-04-01 09:04:57.578245,43657,1,0,1,0
497,90,381911,0.9085596440291628,0.6798198866596772,0.15665250757540172,769,82,SMS,17,13,3387309,19801,2025-03-03 09:04:57.578245,65439,0,1,0,0
498,5,346275,0.16483930681409964,0.24216361018417554,0.3361621891894754,463,61,WhatsApp,8,19,8089846,16635,2025-03-28 09:04:57.578245,88736,0,1,1,0
499,5,331059,0.5809674773885379,0.7292229049525006,0.6467005693197149,679,48,SMS,19,16,4663650,29306,2025-04-10 09:04:57.578245,108138,0,1,1,1
500,15,78830,0.0488035424488199,0.9658370662178496,0.662128800112994,704,17,Email,18,24,9299646,3075,2025-03-21 09:04:57.578245,175807,0,0,0,0
501,2,390752,0.5712975158416396,0.03958139089529378,0.324820321806226,560,72,WhatsApp,19,23,6646485,10934,2025-03-29 09:04:57.578245,49494,1,0,1,0
502,15,394261,0.6150097441887584,0.3973199279222577,0.5330929667316546,578,4,Email,14,17,8659904,48083,2025-02-08 09:04:57.578245,46688,1,1,1,0
503,30,479097,0.8076664300133344,0.7136663230510362,0.23887636613298413,323,25,Call,19,3,9605746,6520,2025-04-16 09:04:57.578245,144212,0,1,1,0
504,2,70108,0.41609086277561635,0.19428757106355077,0.20620866385504333,722,9,SMS,13,23,4967720,7362,2025-03-29 09:04:57.578245,149191,0,0,0,0
505,30,40218,0.9157494526329868,0.26983786204348836,0.8371209148829004,883,81,Call,9,6,649148,43845,2025-04-25 09:04:57.578245,181403,0,0,1,0
506,2,341827,0.3704019689818483,0.9545529193452736,0.36253212525182277,450,28,Call,9,4,1835219,10818,2025-04-30 09:04:57.578245,54688,1,1,1,0
507,1,491988,0.09158939935590682,0.7447473837518063,0.6172270886396878,579,22,SMS,17,19,8211516,6698,2025-03-28 09:04:57.578245,103589,1,0,0,0
508,5,247433,0.386757338217931,0.947178801231122,0.6765649052392656,783,24,WhatsApp,15,2,5421127,27893,2025-02-28 09:04:57.578245,73805,0,0,1,0
509,60,419514,0.3062657313578987,0.9900747488006157,0.47964975736390425,709,87,Email,12,22,6153712,20342,2025-03-21 09:04:57.578245,125439,0,0,0,0
510,90,30315,0.4464331364889844,0.28962805589651575,0.8255578540215169,354,6,WhatsApp,18,11,2173579,44824,2025-03-18 09:04:57.578245,90220,0,0,1,0
511,30,459817,0.19957341441313659,0.851077955414603,0.6184683138754207,467,53,SMS,15,23,1363057,6427,2025-02-07 09:04:57.578245,44777,0,1,1,0
512,0,243161,0.37034113855919226,0.2546685502889844,0.3656963993054161,312,56,Email,12,17,3036836,5329,2025-02-16 09:04:57.578245,56447,0,1,0,1
513,2,183391,0.8862413479814444,0.7805379920005412,0.0916627593983581,886,19,Call,16,20,9599948,7172,2025-03-22 09:04:57.578245,157521,0,0,1,1
514,90,172389,0.6524554238716556,0.7963262587019839,0.03226753063794363,337,53,SMS,14,4,5044117,44339,2025-02-18 09:04:57.578245,149169,0,0,1,0
515,0,38330,0.19811948318666828,0.9682442779694233,0.8131130535159561,878,6,SMS,9,23,3509889,22623,2025-03-20 09:04:57.578245,40664,0,1,1,0
516,90,26394,0.052874895640699915,0.9961168051501746,0.20074364247248577,393,53,Email,9,6,2067923,49909,2025-04-17 09:04:57.578245,114314,1,0,1,0
517,60,367147,0.21665746064117997,0.6369618009254021,0.2829908400314909,891,39,SMS,8,11,7734141,7554,2025-03-18 09:04:57.578245,127206,0,0,1,0
518,0,355458,0.40916746202334264,0.7354466186565416,0.7981005988094357,572,51,Call,12,16,5693703,10251,2025-05-02 09:04:57.578245,96732,0,1,1,0
519,15,112220,0.3671316872066982,0.81339143862326,0.33652636351827425,405,6,WhatsApp,15,9,1480197,34808,2025-04-30 09:04:57.578245,49041,0,0,1,0
520,10,463450,0.8484866583998164,0.8338345406777857,0.7415378955612331,881,78,SMS,13,5,5753067,21728,2025-02-20 09:04:57.578245,59080,0,1,1,0
521,15,166653,0.5859740932754092,0.510375828967537,0.6637764305625826,862,18,Call,14,7,9747441,20879,2025-03-12 09:04:57.578245,139217,0,0,1,1
522,10,391457,0.8424878559316786,0.22206236826425985,0.36102252315696637,420,89,Email,11,19,5358032,23511,2025-03-24 09:04:57.578245,128277,0,1,1,1
523,15,20010,0.9988771118753622,0.8238769712492203,0.8420450259170287,384,9,Email,8,8,805259,9369,2025-03-05 09:04:57.578245,125479,0,0,1,0
524,10,153798,0.29034294546096684,0.6223255708986156,0.8453327271786936,558,2,WhatsApp,11,19,6271965,42562,2025-05-01 09:04:57.578245,34348,0,1,0,0
